Event_ID,League,Match_Name,Match_Date,Stadium,City,Seat_Category,Ticket_Price,Sale_Date,Days_Before_Match,Quantity,Weather,Day_of_Week,Demand_Level
EVT0008,PKL,Dabang Delhi K.C. vs Tamil Thalaivas,13-07-2024,Jawaharlal Nehru Indoor Stadium,Chennai,Premium,1400,01-07-2024,12,2,Humid,Saturday,High
EVT0215,IPL,Sunrisers Hyderabad vs Punjab Kings,11-04-2025,PCA Stadium,Mohali,VIP,10650,10-03-2025,32,2,Hazy,Friday,High
EVT0169,IPL,Delhi Capitals vs Royal Challengers Bengaluru,09-04-2024,M. Chinnaswamy Stadium,Bengaluru,General,2150,18-03-2024,22,2,Cloudy,Tuesday,High
EVT0173,IPL,Chennai Super Kings vs Punjab Kings,10-04-2025,PCA Stadium,Mohali,General,2250,21-02-2025,48,1,Cloudy,Thursday,High
EVT0274,IPL,Royal Challengers Bengaluru vs Lucknow Super Giants,20-04-2025,BRSABV Ekana Cricket Stadium,Lucknow,General,2200,30-03-2025,21,4,Hazy,Sunday,High
EVT0084,IPL,Punjab Kings vs Kolkata Knight Riders,29-05-2023,Eden Gardens,Kolkata,Premium,5250,20-04-2023,39,8,Humid,Monday,High
EVT0187,IPL,Delhi Capitals vs Kolkata Knight Riders,21-05-2024,Arun Jaitley Stadium,Delhi,General,2200,09-04-2024,42,2,Sunny,Tuesday,High
EVT0296,PKL,Dabang Delhi K.C. vs Tamil Thalaivas,20-07-2025,Thyagaraj Sports Complex,Delhi,General,500,30-06-2025,20,4,Cloudy,Sunday,High
EVT0060,ISL,Hyderabad FC vs NorthEast United FC,16-12-2023,Indira Gandhi Athletic Stadium,Guwahati,General,600,10-11-2023,36,2,Hazy,Saturday,Medium
EVT0021,IPL,Delhi Capitals vs Mumbai Indians,26-04-2025,Arun Jaitley Stadium,Delhi,Premium,5350,19-03-2025,38,2,Sunny,Saturday,High
EVT0058,ISL,FC Goa vs Kerala Blasters FC,31-01-2025,Jawaharlal Nehru Stadium,Kochi,General,850,03-01-2025,28,4,Cloudy,Friday,High
EVT0098,ISL,NorthEast United FC vs FC Goa,18-12-2024,Fatorda Stadium,Margao,Premium,1500,30-11-2024,18,2,Hazy,Wednesday,Medium
EVT0298,PKL,Jaipur Pink Panthers vs Haryana Steelers,23-07-2023,Sawai Mansingh Indoor Stadium,Jaipur,General,550,25-06-2023,28,1,Cloudy,Sunday,High
EVT0047,IPL,Lucknow Super Giants vs Punjab Kings,20-05-2025,BRSABV Ekana Cricket Stadium,Lucknow,General,1400,08-03-2025,73,2,Rainy,Tuesday,Medium
EVT0282,ISL,Bengaluru FC vs NorthEast United FC,21-12-2024,Indira Gandhi Athletic Stadium,Guwahati,VIP,4400,06-12-2024,15,2,Hazy,Saturday,High
EVT0114,ISL,Kerala Blasters FC vs NorthEast United FC,09-12-2025,Jawaharlal Nehru Stadium,Kochi,General,900,06-11-2025,33,1,Rainy,Tuesday,High
EVT0287,IPL,Rajasthan Royals vs Delhi Capitals,03-05-2024,Arun Jaitley Stadium,Delhi,General,2100,14-04-2024,19,4,Sunny,Friday,High
EVT0040,ISL,Mohun Bagan Super Giant vs Hyderabad FC,23-02-2025,Salt Lake Stadium,Kolkata,VIP,4450,12-02-2025,11,1,Clear,Sunday,High
EVT0158,IPL,Delhi Capitals vs Royal Challengers Bengaluru,29-05-2023,Arun Jaitley Stadium,Delhi,General,2100,04-05-2023,25,2,Sunny,Monday,High
EVT0109,PKL,Puneri Paltan vs UP Yoddhas,22-09-2024,Shree Shiv Chhatrapati Sports Complex,Pune,Premium,1300,14-09-2024,8,5,Sunny,Sunday,High
EVT0272,IPL,Gujarat Titans vs Mumbai Indians,08-05-2025,Wankhede Stadium,Mumbai,General,2100,08-04-2025,30,2,Clear,Thursday,High
EVT0210,ISL,Kerala Blasters FC vs Chennaiyin FC,03-12-2023,Jawaharlal Nehru Stadium,Kochi,General,950,23-10-2023,41,7,Hazy,Sunday,High
EVT0148,IPL,Gujarat Titans vs Sunrisers Hyderabad,07-05-2025,Rajiv Gandhi International Stadium,Hyderabad,General,1450,14-02-2025,82,2,Rainy,Wednesday,Medium
EVT0158,IPL,Delhi Capitals vs Royal Challengers Bengaluru,29-05-2023,Arun Jaitley Stadium,Delhi,General,2150,10-05-2023,19,8,Sunny,Monday,High
EVT0015,IPL,Royal Challengers Bengaluru vs Gujarat Titans,12-05-2024,Narendra Modi Stadium,Ahmedabad,Corporate Box,23300,15-04-2024,27,3,Sunny,Sunday,High
EVT0161,PKL,Patna Pirates vs Bengal Warriors,01-07-2025,Netaji Indoor Stadium,Kolkata,General,550,09-05-2025,53,1,Humid,Tuesday,High
EVT0268,ISL,Bengaluru FC vs Kerala Blasters FC,07-02-2024,Jawaharlal Nehru Stadium,Kochi,General,900,27-01-2024,11,2,Clear,Wednesday,High
EVT0095,IPL,Chennai Super Kings vs Gujarat Titans,10-05-2023,M. A. Chidambaram Stadium,Chennai,Corporate Box,23900,26-03-2023,45,1,Humid,Wednesday,High
EVT0083,IPL,Rajasthan Royals vs Royal Challengers Bengaluru,23-05-2025,M. Chinnaswamy Stadium,Bengaluru,General,2050,28-04-2025,25,2,Cloudy,Friday,High
EVT0014,IPL,Mumbai Indians vs Chennai Super Kings,29-04-2025,M. A. Chidambaram Stadium,Chennai,Premium,5150,07-03-2025,53,1,Humid,Tuesday,High
EVT0039,ISL,Mumbai City FC vs Odisha FC,14-12-2024,Kalinga Stadium,Bhubaneswar,Premium,2300,06-12-2024,8,5,Rainy,Saturday,High
EVT0116,ISL,Kerala Blasters FC vs Hyderabad FC,07-11-2023,G. M. C. Balayogi Athletic Stadium,Hyderabad,Premium,2150,14-10-2023,24,7,Clear,Tuesday,High
EVT0190,ISL,Mohun Bagan Super Giant vs Jamshedpur FC,16-01-2025,JRD Tata Sports Complex,Jamshedpur,General,900,03-12-2024,44,2,Clear,Thursday,High
EVT0212,PKL,Haryana Steelers vs Bengaluru Bulls,11-08-2025,Kanteerava Indoor Stadium,Bengaluru,VIP,1750,14-06-2025,58,2,Cloudy,Monday,Medium
EVT0062,IPL,Delhi Capitals vs Gujarat Titans,31-03-2024,Arun Jaitley Stadium,Delhi,VIP,11350,01-02-2024,59,2,Sunny,Sunday,High
EVT0236,ISL,Mohun Bagan Super Giant vs Jamshedpur FC,19-02-2026,Salt Lake Stadium,Kolkata,VIP,4350,07-02-2026,12,2,Clear,Thursday,High
EVT0027,ISL,FC Goa vs Bengaluru FC,12-10-2023,Sree Kanteerava Stadium,Bengaluru,Premium,2300,28-08-2023,45,2,Cloudy,Thursday,High
EVT0259,ISL,Bengaluru FC vs Chennaiyin FC,06-01-2026,"Jawaharlal Nehru Stadium, Chennai",Chennai,VIP,4500,01-11-2025,66,3,Sunny,Tuesday,High
EVT0238,IPL,Chennai Super Kings vs Mumbai Indians,21-04-2024,M. A. Chidambaram Stadium,Chennai,Premium,5300,02-04-2024,19,3,Humid,Sunday,High
EVT0196,ISL,Mumbai City FC vs Mohun Bagan Super Giant,19-01-2026,Salt Lake Stadium,Kolkata,General,850,22-12-2025,28,10,Clear,Monday,High
EVT0009,IPL,Delhi Capitals vs Lucknow Super Giants,23-03-2025,Arun Jaitley Stadium,Delhi,Premium,5600,07-03-2025,16,4,Sunny,Sunday,High
EVT0239,ISL,NorthEast United FC vs Chennaiyin FC,21-01-2024,"Jawaharlal Nehru Stadium, Chennai",Chennai,General,900,26-11-2023,56,4,Sunny,Sunday,High
EVT0213,IPL,Gujarat Titans vs Chennai Super Kings,02-05-2023,M. A. Chidambaram Stadium,Chennai,Premium,5600,13-03-2023,50,6,Humid,Tuesday,High
EVT0063,IPL,Rajasthan Royals vs Lucknow Super Giants,02-05-2023,BRSABV Ekana Cricket Stadium,Lucknow,Premium,3600,31-03-2023,32,4,Hazy,Tuesday,Medium
EVT0084,IPL,Punjab Kings vs Kolkata Knight Riders,29-05-2023,Eden Gardens,Kolkata,VIP,11150,16-05-2023,13,2,Humid,Monday,High
EVT0085,ISL,Kerala Blasters FC vs Hyderabad FC,02-12-2025,Jawaharlal Nehru Stadium,Kochi,General,900,06-10-2025,57,2,Cloudy,Tuesday,High
EVT0143,ISL,Kerala Blasters FC vs FC Goa,28-10-2023,Jawaharlal Nehru Stadium,Kochi,General,900,03-10-2023,25,1,Clear,Saturday,High
EVT0178,ISL,Chennaiyin FC vs Jamshedpur FC,31-10-2025,JRD Tata Sports Complex,Jamshedpur,General,900,31-08-2025,61,1,Rainy,Friday,High
EVT0214,IPL,Gujarat Titans vs Mumbai Indians,24-03-2025,Wankhede Stadium,Mumbai,General,2200,01-03-2025,23,2,Clear,Monday,High
EVT0050,ISL,Jamshedpur FC vs Kerala Blasters FC,19-11-2023,Jawaharlal Nehru Stadium,Kochi,Premium,2250,01-11-2023,18,2,Clear,Sunday,High
EVT0242,PKL,UP Yoddhas vs Jaipur Pink Panthers,19-08-2025,Noida Indoor Stadium,Noida,Premium,1400,15-08-2025,4,2,Cloudy,Tuesday,High
EVT0227,IPL,Mumbai Indians vs Chennai Super Kings,23-05-2024,Wankhede Stadium,Mumbai,VIP,11300,25-04-2024,28,2,Clear,Thursday,High
EVT0081,IPL,Royal Challengers Bengaluru vs Delhi Capitals,28-04-2024,M. Chinnaswamy Stadium,Bengaluru,General,2100,27-03-2024,32,4,Cloudy,Sunday,High
EVT0194,ISL,Hyderabad FC vs Mohun Bagan Super Giant,28-02-2025,G. M. C. Balayogi Athletic Stadium,Hyderabad,General,850,21-01-2025,38,1,Sunny,Friday,High
EVT0282,ISL,Bengaluru FC vs NorthEast United FC,21-12-2024,Indira Gandhi Athletic Stadium,Guwahati,General,950,15-12-2024,6,2,Hazy,Saturday,High
EVT0227,IPL,Mumbai Indians vs Chennai Super Kings,23-05-2024,Wankhede Stadium,Mumbai,General,2250,14-05-2024,9,4,Clear,Thursday,High
EVT0255,IPL,Royal Challengers Bengaluru vs Sunrisers Hyderabad,09-04-2025,M. Chinnaswamy Stadium,Bengaluru,General,2100,12-03-2025,28,2,Cloudy,Wednesday,High
EVT0044,IPL,Punjab Kings vs Mumbai Indians,24-03-2023,PCA Stadium,Mohali,Corporate Box,23400,28-02-2023,24,1,Hazy,Friday,High
EVT0176,ISL,Mohun Bagan Super Giant vs Mumbai City FC,09-10-2025,Mumbai Football Arena,Mumbai,General,850,15-09-2025,24,2,Clear,Thursday,High
EVT0160,IPL,Mumbai Indians vs Punjab Kings,08-04-2024,Wankhede Stadium,Mumbai,Premium,5600,17-02-2024,51,2,Clear,Monday,High
EVT0291,ISL,Mohun Bagan Super Giant vs Chennaiyin FC,18-12-2023,"Jawaharlal Nehru Stadium, Chennai",Chennai,General,900,06-12-2023,12,2,Rainy,Monday,High
EVT0297,ISL,Hyderabad FC vs Bengaluru FC,20-12-2024,Sree Kanteerava Stadium,Bengaluru,Premium,2250,10-11-2024,40,2,Cloudy,Friday,High
EVT0206,IPL,Gujarat Titans vs Kolkata Knight Riders,01-05-2023,Narendra Modi Stadium,Ahmedabad,General,2200,27-02-2023,63,4,Hazy,Monday,High
EVT0011,IPL,Delhi Capitals vs Kolkata Knight Riders,26-03-2025,Eden Gardens,Kolkata,Premium,5650,23-03-2025,3,3,Clear,Wednesday,High
EVT0040,ISL,Mohun Bagan Super Giant vs Hyderabad FC,23-02-2025,Salt Lake Stadium,Kolkata,General,900,19-02-2025,4,2,Clear,Sunday,High
EVT0021,IPL,Delhi Capitals vs Mumbai Indians,26-04-2025,Arun Jaitley Stadium,Delhi,General,2150,14-03-2025,43,4,Sunny,Saturday,High
EVT0267,PKL,Bengaluru Bulls vs U Mumba,02-08-2023,Sardar Vallabhbhai Patel Indoor Stadium,Mumbai,VIP,2750,26-05-2023,68,5,Rainy,Wednesday,High
EVT0114,ISL,Kerala Blasters FC vs NorthEast United FC,09-12-2025,Jawaharlal Nehru Stadium,Kochi,General,900,26-11-2025,13,3,Rainy,Tuesday,High
EVT0195,ISL,Bengaluru FC vs NorthEast United FC,31-12-2025,Indira Gandhi Athletic Stadium,Guwahati,General,900,19-12-2025,12,2,Hazy,Wednesday,High
EVT0010,ISL,Mumbai City FC vs Chennaiyin FC,21-01-2026,"Jawaharlal Nehru Stadium, Chennai",Chennai,General,600,02-01-2026,19,8,Sunny,Wednesday,Medium
EVT0195,ISL,Bengaluru FC vs NorthEast United FC,31-12-2025,Indira Gandhi Athletic Stadium,Guwahati,General,900,05-11-2025,56,1,Hazy,Wednesday,High
EVT0184,PKL,U Mumba vs UP Yoddhas,29-08-2025,Noida Indoor Stadium,Noida,General,550,05-08-2025,24,7,Clear,Friday,High
EVT0267,PKL,Bengaluru Bulls vs U Mumba,02-08-2023,Sardar Vallabhbhai Patel Indoor Stadium,Mumbai,VIP,2800,07-07-2023,26,4,Rainy,Wednesday,High
EVT0151,ISL,Odisha FC vs Mohun Bagan Super Giant,20-10-2023,Salt Lake Stadium,Kolkata,General,950,14-09-2023,36,7,Humid,Friday,High
EVT0273,ISL,Mohun Bagan Super Giant vs Odisha FC,27-02-2024,Salt Lake Stadium,Kolkata,General,900,17-01-2024,41,1,Clear,Tuesday,High
EVT0131,PKL,U Mumba vs Patna Pirates,30-08-2024,Sardar Vallabhbhai Patel Indoor Stadium,Mumbai,General,500,23-07-2024,38,2,Rainy,Friday,High
EVT0207,PKL,Puneri Paltan vs U Mumba,25-08-2024,Sardar Vallabhbhai Patel Indoor Stadium,Mumbai,Premium,1400,16-07-2024,40,6,Rainy,Sunday,High
EVT0117,ISL,Hyderabad FC vs Bengaluru FC,13-01-2025,G. M. C. Balayogi Athletic Stadium,Hyderabad,General,900,08-01-2025,5,4,Clear,Monday,High
EVT0188,ISL,Kerala Blasters FC vs Jamshedpur FC,07-12-2025,Jawaharlal Nehru Stadium,Kochi,General,900,26-10-2025,42,4,Clear,Sunday,High
EVT0168,ISL,FC Goa vs Kerala Blasters FC,27-01-2024,Fatorda Stadium,Margao,VIP,4700,14-12-2023,44,1,Rainy,Saturday,High
EVT0144,IPL,Gujarat Titans vs Sunrisers Hyderabad,14-04-2024,Narendra Modi Stadium,Ahmedabad,General,2150,20-03-2024,25,5,Rainy,Sunday,High
EVT0010,ISL,Mumbai City FC vs Chennaiyin FC,21-01-2026,"Jawaharlal Nehru Stadium, Chennai",Chennai,Premium,1450,16-11-2025,66,5,Sunny,Wednesday,Medium
EVT0259,ISL,Bengaluru FC vs Chennaiyin FC,06-01-2026,"Jawaharlal Nehru Stadium, Chennai",Chennai,Premium,2300,14-11-2025,53,2,Sunny,Tuesday,High
EVT0089,ISL,Bengaluru FC vs Mohun Bagan Super Giant,31-01-2026,Sree Kanteerava Stadium,Bengaluru,General,850,25-11-2025,67,2,Cloudy,Saturday,High
EVT0158,IPL,Delhi Capitals vs Royal Challengers Bengaluru,29-05-2023,Arun Jaitley Stadium,Delhi,Premium,5400,26-04-2023,33,1,Sunny,Monday,High
EVT0292,IPL,Kolkata Knight Riders vs Lucknow Super Giants,13-04-2023,BRSABV Ekana Cricket Stadium,Lucknow,Premium,5300,01-04-2023,12,1,Hazy,Thursday,High
EVT0125,PKL,Gujarat Giants vs Puneri Paltan,16-08-2023,Shree Shiv Chhatrapati Sports Complex,Pune,Premium,850,21-07-2023,26,2,Cloudy,Wednesday,Medium
EVT0007,IPL,Rajasthan Royals vs Lucknow Super Giants,13-05-2025,BRSABV Ekana Cricket Stadium,Lucknow,General,1350,06-04-2025,37,2,Hazy,Tuesday,Medium
EVT0055,ISL,FC Goa vs Bengaluru FC,02-01-2025,Fatorda Stadium,Margao,Premium,2150,02-12-2024,31,2,Hazy,Thursday,High
EVT0248,IPL,Royal Challengers Bengaluru vs Mumbai Indians,11-05-2023,Wankhede Stadium,Mumbai,General,2100,05-05-2023,6,4,Clear,Thursday,High
EVT0272,IPL,Gujarat Titans vs Mumbai Indians,08-05-2025,Wankhede Stadium,Mumbai,General,2250,10-04-2025,28,2,Clear,Thursday,High
EVT0036,PKL,Telugu Titans vs Tamil Thalaivas,05-07-2024,Jawaharlal Nehru Indoor Stadium,Chennai,General,350,18-06-2024,17,1,Humid,Friday,Medium
EVT0081,IPL,Royal Challengers Bengaluru vs Delhi Capitals,28-04-2024,M. Chinnaswamy Stadium,Bengaluru,Premium,5350,27-02-2024,61,3,Cloudy,Sunday,High
EVT0260,ISL,NorthEast United FC vs Mumbai City FC,22-10-2025,Indira Gandhi Athletic Stadium,Guwahati,General,550,30-08-2025,53,2,Clear,Wednesday,Medium
EVT0007,IPL,Rajasthan Royals vs Lucknow Super Giants,13-05-2025,BRSABV Ekana Cricket Stadium,Lucknow,General,1450,29-04-2025,14,1,Hazy,Tuesday,Medium
EVT0068,ISL,Bengaluru FC vs FC Goa,09-10-2024,Fatorda Stadium,Margao,General,850,20-08-2024,50,1,Rainy,Wednesday,High
EVT0242,PKL,UP Yoddhas vs Jaipur Pink Panthers,19-08-2025,Noida Indoor Stadium,Noida,General,550,07-08-2025,12,2,Cloudy,Tuesday,High
EVT0116,ISL,Kerala Blasters FC vs Hyderabad FC,07-11-2023,G. M. C. Balayogi Athletic Stadium,Hyderabad,General,900,07-09-2023,61,9,Clear,Tuesday,High
EVT0086,ISL,Hyderabad FC vs Kerala Blasters FC,07-12-2023,G. M. C. Balayogi Athletic Stadium,Hyderabad,Premium,2150,18-10-2023,50,1,Clear,Thursday,High
EVT0046,IPL,Delhi Capitals vs Chennai Super Kings,25-03-2024,Arun Jaitley Stadium,Delhi,General,2150,15-02-2024,39,2,Sunny,Monday,High
EVT0022,IPL,Lucknow Super Giants vs Mumbai Indians,26-04-2025,BRSABV Ekana Cricket Stadium,Lucknow,VIP,11000,15-03-2025,42,1,Rainy,Saturday,High
EVT0002,PKL,Tamil Thalaivas vs Jaipur Pink Panthers,18-09-2025,Jawaharlal Nehru Indoor Stadium,Chennai,Premium,1300,20-08-2025,29,1,Humid,Thursday,High
EVT0201,IPL,Rajasthan Royals vs Royal Challengers Bengaluru,07-05-2025,Sawai Mansingh Stadium,Jaipur,Corporate Box,23850,24-04-2025,13,2,Sunny,Wednesday,High
EVT0105,PKL,Patna Pirates vs Telugu Titans,08-10-2024,Gachibowli Indoor Stadium,Hyderabad,VIP,2750,26-09-2024,12,4,Hazy,Tuesday,High
EVT0227,IPL,Mumbai Indians vs Chennai Super Kings,23-05-2024,Wankhede Stadium,Mumbai,Premium,5500,27-04-2024,26,3,Clear,Thursday,High
EVT0031,PKL,Dabang Delhi K.C. vs Bengaluru Bulls,05-09-2024,Kanteerava Indoor Stadium,Bengaluru,General,350,09-07-2024,58,1,Cloudy,Thursday,Medium
EVT0255,IPL,Royal Challengers Bengaluru vs Sunrisers Hyderabad,09-04-2025,M. Chinnaswamy Stadium,Bengaluru,General,2150,07-03-2025,33,1,Cloudy,Wednesday,High
EVT0120,ISL,Mohun Bagan Super Giant vs Hyderabad FC,28-12-2023,Salt Lake Stadium,Kolkata,General,850,02-12-2023,26,1,Clear,Thursday,High
EVT0257,ISL,Bengaluru FC vs Chennaiyin FC,13-02-2025,Sree Kanteerava Stadium,Bengaluru,VIP,4400,28-12-2024,47,2,Cloudy,Thursday,High
EVT0091,IPL,Mumbai Indians vs Delhi Capitals,16-05-2023,Arun Jaitley Stadium,Delhi,General,2150,29-03-2023,48,1,Sunny,Tuesday,High
EVT0140,ISL,Bengaluru FC vs Kerala Blasters FC,25-12-2023,Sree Kanteerava Stadium,Bengaluru,Premium,2300,06-11-2023,49,2,Cloudy,Monday,High
EVT0118,ISL,NorthEast United FC vs FC Goa,25-02-2024,Fatorda Stadium,Margao,General,900,19-01-2024,37,2,Clear,Sunday,High
EVT0087,PKL,Dabang Delhi K.C. vs Gujarat Giants,03-08-2024,Thyagaraj Sports Complex,Delhi,General,550,23-07-2024,11,4,Clear,Saturday,High
EVT0114,ISL,Kerala Blasters FC vs NorthEast United FC,09-12-2025,Jawaharlal Nehru Stadium,Kochi,Premium,2200,21-11-2025,18,2,Rainy,Tuesday,High
EVT0253,ISL,Mohun Bagan Super Giant vs Kerala Blasters FC,10-12-2023,Salt Lake Stadium,Kolkata,General,900,21-11-2023,19,4,Clear,Sunday,High
EVT0291,ISL,Mohun Bagan Super Giant vs Chennaiyin FC,18-12-2023,"Jawaharlal Nehru Stadium, Chennai",Chennai,General,900,26-11-2023,22,2,Rainy,Monday,High
EVT0098,ISL,NorthEast United FC vs FC Goa,18-12-2024,Fatorda Stadium,Margao,General,600,04-11-2024,44,4,Hazy,Wednesday,Medium
EVT0036,PKL,Telugu Titans vs Tamil Thalaivas,05-07-2024,Jawaharlal Nehru Indoor Stadium,Chennai,VIP,1800,25-06-2024,10,4,Humid,Friday,Medium
EVT0283,ISL,Mumbai City FC vs Bengaluru FC,24-10-2024,Mumbai Football Arena,Mumbai,General,900,12-08-2024,73,4,Clear,Thursday,High
EVT0105,PKL,Patna Pirates vs Telugu Titans,08-10-2024,Gachibowli Indoor Stadium,Hyderabad,General,550,30-08-2024,39,2,Hazy,Tuesday,High
EVT0113,IPL,Royal Challengers Bengaluru vs Kolkata Knight Riders,13-05-2024,Eden Gardens,Kolkata,Premium,5550,02-05-2024,11,7,Humid,Monday,High
EVT0131,PKL,U Mumba vs Patna Pirates,30-08-2024,Sardar Vallabhbhai Patel Indoor Stadium,Mumbai,General,550,28-07-2024,33,3,Rainy,Friday,High
EVT0225,IPL,Rajasthan Royals vs Mumbai Indians,26-04-2024,Wankhede Stadium,Mumbai,Premium,5350,11-03-2024,46,1,Clear,Friday,High
EVT0103,ISL,Jamshedpur FC vs Odisha FC,27-10-2024,Kalinga Stadium,Bhubaneswar,General,600,06-10-2024,21,1,Sunny,Sunday,Medium
EVT0269,ISL,Kerala Blasters FC vs Odisha FC,17-10-2025,Kalinga Stadium,Bhubaneswar,General,900,22-09-2025,25,3,Clear,Friday,High
EVT0009,IPL,Delhi Capitals vs Lucknow Super Giants,23-03-2025,Arun Jaitley Stadium,Delhi,General,2150,09-03-2025,14,1,Sunny,Sunday,High
EVT0290,IPL,Lucknow Super Giants vs Sunrisers Hyderabad,29-05-2023,BRSABV Ekana Cricket Stadium,Lucknow,Premium,3450,03-05-2023,26,2,Hazy,Monday,Medium
EVT0133,ISL,Kerala Blasters FC vs Hyderabad FC,06-12-2024,Jawaharlal Nehru Stadium,Kochi,General,850,26-11-2024,10,1,Sunny,Friday,High
EVT0126,PKL,U Mumba vs UP Yoddhas,09-07-2025,Noida Indoor Stadium,Noida,Premium,1300,08-07-2025,1,1,Sunny,Wednesday,High
EVT0133,ISL,Kerala Blasters FC vs Hyderabad FC,06-12-2024,Jawaharlal Nehru Stadium,Kochi,VIP,4350,29-10-2024,38,6,Sunny,Friday,High
EVT0047,IPL,Lucknow Super Giants vs Punjab Kings,20-05-2025,BRSABV Ekana Cricket Stadium,Lucknow,Premium,3450,23-04-2025,27,2,Rainy,Tuesday,Medium
EVT0229,IPL,Royal Challengers Bengaluru vs Lucknow Super Giants,14-05-2025,BRSABV Ekana Cricket Stadium,Lucknow,General,2250,20-04-2025,24,3,Clear,Wednesday,High
EVT0251,ISL,Hyderabad FC vs Bengaluru FC,03-03-2024,Sree Kanteerava Stadium,Bengaluru,General,900,02-01-2024,61,5,Cloudy,Sunday,High
EVT0235,IPL,Royal Challengers Bengaluru vs Gujarat Titans,20-04-2025,Narendra Modi Stadium,Ahmedabad,General,2200,17-03-2025,34,2,Sunny,Sunday,High
EVT0163,ISL,Mumbai City FC vs Bengaluru FC,02-03-2024,Mumbai Football Arena,Mumbai,Premium,2300,02-02-2024,29,3,Clear,Saturday,High
EVT0073,IPL,Chennai Super Kings vs Lucknow Super Giants,05-04-2023,M. A. Chidambaram Stadium,Chennai,General,2100,19-02-2023,45,7,Humid,Wednesday,High
EVT0246,ISL,FC Goa vs Mumbai City FC,07-03-2025,Fatorda Stadium,Margao,VIP,4650,05-02-2025,30,1,Sunny,Friday,High
EVT0175,ISL,Kerala Blasters FC vs NorthEast United FC,30-11-2024,Jawaharlal Nehru Stadium,Kochi,General,950,26-10-2024,35,2,Cloudy,Saturday,High
EVT0102,IPL,Mumbai Indians vs Lucknow Super Giants,28-05-2024,Wankhede Stadium,Mumbai,General,2150,24-05-2024,4,4,Clear,Tuesday,High
EVT0276,IPL,Mumbai Indians vs Lucknow Super Giants,01-04-2025,BRSABV Ekana Cricket Stadium,Lucknow,VIP,11250,02-03-2025,30,1,Cloudy,Tuesday,High
EVT0165,IPL,Royal Challengers Bengaluru vs Mumbai Indians,16-04-2024,M. Chinnaswamy Stadium,Bengaluru,VIP,10750,08-03-2024,39,4,Cloudy,Tuesday,High
EVT0183,ISL,NorthEast United FC vs Jamshedpur FC,15-02-2025,JRD Tata Sports Complex,Jamshedpur,General,600,25-01-2025,21,1,Clear,Saturday,Medium
EVT0041,IPL,Rajasthan Royals vs Kolkata Knight Riders,19-05-2025,Eden Gardens,Kolkata,Premium,5300,13-05-2025,6,1,Humid,Monday,High
EVT0123,ISL,Odisha FC vs Chennaiyin FC,15-11-2024,"Jawaharlal Nehru Stadium, Chennai",Chennai,General,950,16-10-2024,30,1,Rainy,Friday,High
EVT0193,IPL,Delhi Capitals vs Royal Challengers Bengaluru,11-04-2024,M. Chinnaswamy Stadium,Bengaluru,General,2100,28-02-2024,43,2,Cloudy,Thursday,High
EVT0268,ISL,Bengaluru FC vs Kerala Blasters FC,07-02-2024,Jawaharlal Nehru Stadium,Kochi,General,950,04-01-2024,34,2,Clear,Wednesday,High
EVT0005,ISL,Mohun Bagan Super Giant vs Bengaluru FC,27-02-2025,Salt Lake Stadium,Kolkata,General,900,20-01-2025,38,4,Clear,Thursday,High
EVT0240,IPL,Delhi Capitals vs Punjab Kings,17-05-2024,PCA Stadium,Mohali,Corporate Box,15850,12-05-2024,5,9,Sunny,Friday,Medium
EVT0165,IPL,Royal Challengers Bengaluru vs Mumbai Indians,16-04-2024,M. Chinnaswamy Stadium,Bengaluru,General,2200,14-03-2024,33,2,Cloudy,Tuesday,High
EVT0219,IPL,Sunrisers Hyderabad vs Rajasthan Royals,21-05-2024,Sawai Mansingh Stadium,Jaipur,Premium,3550,22-03-2024,60,2,Cloudy,Tuesday,Medium
EVT0293,IPL,Chennai Super Kings vs Kolkata Knight Riders,09-05-2024,Eden Gardens,Kolkata,Premium,5450,03-04-2024,36,9,Humid,Thursday,High
EVT0126,PKL,U Mumba vs UP Yoddhas,09-07-2025,Noida Indoor Stadium,Noida,General,550,18-05-2025,52,2,Sunny,Wednesday,High
EVT0087,PKL,Dabang Delhi K.C. vs Gujarat Giants,03-08-2024,Thyagaraj Sports Complex,Delhi,General,550,21-06-2024,43,2,Clear,Saturday,High
EVT0100,ISL,FC Goa vs Hyderabad FC,25-01-2024,G. M. C. Balayogi Athletic Stadium,Hyderabad,Corporate Box,6400,08-01-2024,17,4,Sunny,Thursday,Medium
EVT0194,ISL,Hyderabad FC vs Mohun Bagan Super Giant,28-02-2025,G. M. C. Balayogi Athletic Stadium,Hyderabad,General,900,03-02-2025,25,1,Sunny,Friday,High
EVT0292,IPL,Kolkata Knight Riders vs Lucknow Super Giants,13-04-2023,BRSABV Ekana Cricket Stadium,Lucknow,Premium,5200,30-03-2023,14,1,Hazy,Thursday,High
EVT0091,IPL,Mumbai Indians vs Delhi Capitals,16-05-2023,Arun Jaitley Stadium,Delhi,General,2250,13-05-2023,3,1,Sunny,Tuesday,High
EVT0128,IPL,Rajasthan Royals vs Gujarat Titans,20-04-2023,Narendra Modi Stadium,Ahmedabad,Premium,3500,27-03-2023,24,2,Rainy,Thursday,Medium
EVT0132,PKL,Jaipur Pink Panthers vs Bengal Warriors,06-07-2024,Netaji Indoor Stadium,Kolkata,General,550,20-06-2024,16,4,Humid,Saturday,High
