Event_ID,League_Code,Team_A_Code,Team_B_Code,Match_Date,Stadium_Code,City_Code,Seat_Category_Code,Ticket_Price,Sale_Date,Days_Before_Match,Quantity,Weather_Code,Day_of_Week_Code,Demand_Level_Code
441,10,95,93,2024-06-30,7,7,2,10434,2024-03-05,117,4,5,7,2
34,1,5,4,2025-10-12,8,8,4,8829,2025-08-15,58,5,5,7,1
333,1,10,6,2023-12-31,7,7,2,15000,2023-10-24,68,4,3,7,3
88,3,28,21,2025-03-28,4,4,3,15000,2024-10-03,176,8,4,5,2
214,6,55,58,2025-06-20,9,9,3,15000,2025-01-18,153,5,5,5,1
390,10,93,99,2024-03-03,3,3,4,15000,2023-12-26,68,4,1,7,2
335,3,21,24,2023-11-06,9,9,1,2787,2023-10-06,31,10,3,1,2
260,3,27,26,2023-08-31,5,5,1,9222,2023-06-03,89,3,5,4,1
15,4,40,39,2023-03-27,8,8,3,6570,2023-03-04,23,8,4,1,2
452,5,42,50,2024-09-14,2,2,3,15000,2024-09-07,7,4,3,6,1
323,8,76,79,2025-06-03,5,5,3,15000,2025-04-21,43,8,1,2,3
274,7,62,67,2024-03-09,8,8,4,15000,2023-10-25,136,7,5,6,3
141,5,49,50,2025-07-09,9,9,1,15000,2025-02-27,132,9,5,3,2
432,2,20,17,2024-09-14,10,10,4,15000,2024-05-26,111,9,2,6,2
422,6,53,59,2025-01-20,9,9,1,6806,2024-07-27,177,3,4,1,1
84,9,90,84,2023-09-22,5,5,2,11093,2023-09-13,9,9,3,5,2
494,2,13,16,2024-08-05,9,9,3,15000,2024-02-25,162,6,1,1,2
297,5,42,47,2024-10-17,5,5,2,15000,2024-08-09,69,5,1,4,1
275,2,13,19,2025-08-31,10,10,2,15000,2025-06-09,83,9,3,7,2
460,9,90,82,2025-03-06,5,5,1,15000,2025-02-19,15,9,1,4,3
87,10,97,99,2023-03-18,9,9,1,12027,2022-12-29,79,9,1,6,2
197,4,32,31,2024-08-21,5,5,4,15000,2024-04-16,127,10,3,3,2
84,1,9,6,2023-11-20,6,6,2,706,2023-06-19,154,4,5,1,1
195,3,24,23,2025-10-14,2,2,3,1760,2025-09-03,41,2,4,2,1
259,8,74,75,2024-08-26,9,9,2,15000,2024-05-24,94,10,2,1,1
213,10,100,96,2023-02-22,3,3,4,15000,2023-02-12,10,1,2,3,3
486,4,35,31,2025-11-09,4,4,2,12250,2025-08-12,89,4,4,7,3
228,7,68,67,2023-10-24,5,5,4,15000,2023-06-15,131,10,2,2,2
409,7,66,65,2025-01-09,6,6,2,15000,2024-11-21,49,6,5,4,3
169,4,38,31,2025-07-13,6,6,1,15000,2025-04-03,101,7,3,7,3
388,1,4,3,2024-11-07,1,1,4,15000,2024-09-20,48,2,1,4,3
241,10,92,94,2025-03-27,2,2,2,1891,2025-01-22,64,7,5,4,2
173,3,29,22,2025-07-09,6,6,3,15000,2025-03-21,110,7,1,3,2
284,2,16,17,2024-06-18,4,4,1,12205,2024-03-16,94,6,1,2,1
135,7,63,66,2025-09-27,3,3,3,15000,2025-09-20,7,10,2,6,2
168,8,76,71,2023-08-12,4,4,2,6573,2023-05-24,80,9,5,6,1
316,8,78,79,2025-04-16,6,6,2,15000,2025-03-25,22,6,5,3,2
154,5,44,43,2025-03-24,5,5,1,15000,2024-11-02,142,4,1,1,2
320,9,88,84,2024-05-18,5,5,2,15000,2024-05-04,14,9,3,6,3
23,7,69,62,2024-10-06,7,7,2,5005,2024-07-21,77,10,4,7,2
393,1,4,8,2025-07-11,5,5,1,12864,2025-05-17,55,5,1,5,1
328,1,4,3,2023-06-09,3,3,1,2516,2022-12-21,170,8,2,5,3
244,10,98,92,2025-09-07,5,5,2,15000,2025-06-14,85,3,5,7,2
313,9,83,84,2025-07-01,1,1,3,6855,2025-01-14,168,5,3,2,2
427,3,24,26,2024-03-06,3,3,1,13423,2024-02-19,16,4,4,3,1
326,7,67,68,2024-05-30,7,7,2,10079,2024-05-05,25,9,3,4,1
131,7,68,70,2024-07-27,3,3,2,4521,2024-02-26,152,7,4,6,1
145,5,47,44,2025-01-28,2,2,2,15000,2024-12-01,58,7,4,2,3
281,6,51,53,2023-09-07,3,3,3,15000,2023-05-14,116,2,3,4,1
449,9,81,83,2024-03-23,6,6,3,15000,2024-03-04,19,8,4,6,1
373,9,82,89,2025-12-29,8,8,4,13472,2025-07-28,154,4,2,1,2
281,10,93,99,2023-08-31,9,9,1,9673,2023-07-24,38,6,1,4,1
88,3,29,21,2025-04-09,4,4,1,14703,2024-11-05,155,9,4,3,2
43,9,81,88,2025-08-06,4,4,4,15000,2025-03-26,133,10,3,3,1
43,4,39,31,2023-07-13,1,1,3,3316,2023-01-26,168,8,1,4,1
452,10,96,91,2024-02-24,5,5,1,15000,2023-11-19,97,7,1,6,2
332,5,45,48,2025-04-22,1,1,1,9305,2025-03-06,47,9,2,2,2
3,5,41,44,2024-12-24,4,4,2,15000,2024-10-27,58,3,5,2,3
25,8,71,77,2024-02-17,3,3,1,5354,2023-09-01,169,3,4,6,1
104,1,4,2,2024-07-25,9,9,3,2065,2024-02-19,157,7,4,4,2
231,4,40,34,2025-09-28,7,7,2,14241,2025-04-12,169,3,2,7,2
182,5,45,48,2024-12-21,1,1,1,8310,2024-12-08,13,9,3,6,2
408,2,12,16,2023-12-11,8,8,3,15000,2023-12-01,10,10,4,1,2
321,4,31,35,2025-04-23,1,1,4,15000,2024-12-01,143,8,4,3,2
460,7,70,66,2024-05-18,7,7,1,5612,2024-01-09,130,8,5,6,1
201,7,65,70,2025-06-24,8,8,4,15000,2025-01-14,161,6,4,2,1
55,5,50,45,2023-10-06,8,8,4,15000,2023-06-23,105,8,4,5,2
37,6,56,54,2023-08-28,3,3,2,15000,2023-06-18,71,6,2,1,2
314,1,1,9,2024-05-22,2,2,3,15000,2024-03-09,74,2,1,3,2
97,4,31,33,2023-01-20,2,2,4,12781,2022-12-16,35,6,1,5,2
421,7,63,66,2025-11-12,1,1,1,9137,2025-08-15,89,7,3,3,3
218,7,64,66,2024-12-12,7,7,2,15000,2024-09-15,88,3,5,4,2
423,3,28,29,2023-10-23,6,6,1,15000,2023-05-01,175,7,4,1,3
58,5,42,41,2024-03-18,3,3,1,10745,2023-11-24,115,3,2,1,2
41,10,94,96,2025-02-03,8,8,1,8487,2024-09-22,134,5,5,1,1
58,8,75,74,2024-02-08,10,10,2,15000,2023-11-15,85,3,1,4,1
169,6,60,58,2025-09-07,5,5,2,8947,2025-07-11,58,6,3,7,3
31,2,15,16,2025-11-18,4,4,1,14766,2025-06-28,143,4,2,2,1
410,3,27,22,2024-02-28,5,5,1,15000,2023-09-26,155,8,5,3,3
490,7,70,63,2025-01-07,10,10,3,15000,2024-08-20,140,4,5,2,1
69,7,68,67,2024-05-09,4,4,1,7160,2023-11-17,174,7,4,4,2
168,1,8,6,2024-10-20,3,3,1,14392,2024-07-16,96,9,3,7,3
373,3,23,24,2024-08-25,8,8,2,10424,2024-07-05,51,8,4,7,2
255,4,37,34,2024-05-13,7,7,1,14179,2023-12-10,155,8,4,1,1
144,1,4,8,2025-02-20,1,1,2,2988,2024-12-12,70,2,1,4,1
414,8,73,77,2024-08-04,2,2,3,15000,2024-06-05,60,9,3,7,2
463,7,68,70,2025-01-01,8,8,2,9128,2024-07-31,154,6,2,3,2
410,1,3,6,2024-07-24,3,3,1,14058,2024-05-17,68,10,5,3,2
94,1,1,2,2024-12-15,3,3,3,15000,2024-11-01,44,3,2,7,3
376,9,85,89,2024-01-15,3,3,2,15000,2023-12-24,22,5,3,1,2
229,5,44,41,2023-03-21,10,10,2,14046,2023-02-23,26,4,3,2,2
105,2,15,20,2023-08-21,5,5,2,2793,2023-08-08,13,2,5,1,1
411,10,95,94,2023-03-06,9,9,2,2328,2022-12-03,93,2,2,1,2
267,10,99,93,2023-12-27,5,5,3,15000,2023-11-08,49,2,5,3,2
462,9,85,84,2025-11-21,1,1,3,15000,2025-05-26,179,5,3,5,2
331,9,90,85,2023-04-19,4,4,3,15000,2022-12-15,125,8,5,3,2
163,1,9,6,2025-10-13,1,1,3,15000,2025-05-15,151,8,4,1,2
74,10,99,93,2025-11-17,9,9,2,15000,2025-09-26,52,8,2,1,2
197,9,83,89,2023-04-25,1,1,4,15000,2022-12-17,129,4,3,2,3
477,5,47,43,2023-09-24,5,5,1,9183,2023-04-18,159,1,2,7,2
410,5,42,47,2025-04-15,2,2,1,13580,2025-01-29,76,3,1,2,1
181,7,67,64,2023-11-20,4,4,3,8598,2023-06-16,157,6,3,1,1
169,8,74,76,2025-08-14,8,8,3,15000,2025-04-26,110,6,5,4,2
267,4,34,37,2025-12-08,1,1,3,2653,2025-10-04,65,9,2,1,1
12,10,98,91,2025-05-11,3,3,2,15000,2025-01-09,122,9,1,7,1
41,10,93,92,2024-02-25,4,4,1,15000,2024-01-24,32,10,4,7,2
171,5,43,41,2025-10-07,1,1,4,15000,2025-06-06,123,10,4,2,2
156,9,84,85,2023-03-10,9,9,3,10322,2023-02-09,29,2,2,5,1
376,5,43,41,2025-07-13,5,5,4,15000,2025-02-23,140,10,4,7,2
15,9,83,89,2023-08-03,1,1,3,15000,2023-07-21,13,2,1,4,2
347,3,22,30,2023-05-02,2,2,2,1916,2023-01-16,106,10,4,2,2
156,9,81,88,2023-01-21,7,7,4,15000,2022-12-15,37,6,1,6,1
410,1,4,8,2025-08-09,3,3,2,15000,2025-04-17,114,6,2,6,2
377,7,64,67,2023-10-01,5,5,3,12753,2023-04-29,155,5,3,7,1
7,2,19,11,2023-10-05,10,10,4,15000,2023-04-13,175,4,2,4,1
239,6,52,54,2023-12-23,4,4,2,15000,2023-08-28,117,1,3,6,3
438,10,93,91,2024-10-20,3,3,1,15000,2024-06-09,133,10,2,7,3
40,1,4,7,2025-04-06,1,1,1,11630,2024-12-02,125,8,3,7,2
483,6,53,58,2024-11-28,7,7,2,15000,2024-10-04,55,10,2,4,3
136,5,50,42,2025-04-24,6,6,1,13905,2024-11-01,174,2,1,4,1
265,4,36,35,2025-11-07,5,5,2,8944,2025-07-06,124,7,2,5,2
321,5,42,48,2023-06-14,1,1,2,15000,2023-03-03,103,1,2,3,3
379,3,26,28,2024-02-15,9,9,2,15000,2023-09-19,149,7,3,4,1
448,6,53,59,2024-04-24,4,4,1,2877,2023-11-28,148,9,2,3,2
353,10,95,94,2024-12-05,1,1,2,1118,2024-11-23,12,7,2,4,2
87,4,32,31,2023-03-03,2,2,4,15000,2022-12-27,66,9,2,5,1
403,8,75,72,2024-03-01,5,5,4,15000,2023-12-28,64,4,5,5,2
218,5,50,45,2024-10-09,2,2,4,15000,2024-07-06,95,1,5,3,2
290,9,83,89,2023-04-17,4,4,4,15000,2023-04-12,5,1,5,1,2
180,9,89,85,2023-10-19,9,9,4,15000,2023-09-24,25,2,1,4,2
204,9,89,86,2023-12-24,5,5,2,15000,2023-12-23,1,10,5,7,1
136,7,64,67,2024-12-23,1,1,1,11080,2024-08-26,119,9,2,1,1
367,9,89,85,2023-01-20,8,8,1,7201,2022-10-03,109,1,2,5,1
207,3,23,21,2025-12-02,7,7,3,15000,2025-06-13,172,7,2,2,2
229,3,30,29,2024-12-15,4,4,4,15000,2024-09-25,81,3,3,7,1
359,2,17,16,2023-11-17,6,6,2,9788,2023-05-29,172,8,3,5,1
115,2,17,14,2025-06-02,8,8,1,820,2025-05-28,5,8,1,1,1
312,8,71,74,2025-06-18,5,5,4,15000,2025-03-02,108,6,4,3,1
105,5,44,46,2024-04-09,5,5,3,15000,2024-01-25,75,9,3,2,3
259,4,38,40,2025-06-22,1,1,2,7524,2025-06-20,2,8,1,7,1
14,2,17,19,2024-09-09,6,6,1,9054,2024-06-12,89,1,3,1,3
44,9,82,89,2023-06-24,3,3,1,11365,2023-02-16,128,5,3,6,3
327,1,10,6,2024-05-03,1,1,1,2681,2024-02-23,70,7,5,5,2
145,9,85,82,2023-07-20,5,5,3,15000,2023-07-15,5,6,1,4,1
357,2,17,13,2025-05-05,4,4,3,15000,2025-04-17,18,4,1,1,2
399,7,69,61,2023-07-17,3,3,3,10012,2023-02-07,160,8,4,1,2
477,4,31,40,2025-05-13,1,1,1,10573,2025-04-11,32,5,1,2,2
28,9,86,83,2025-07-18,3,3,1,15000,2025-06-09,39,5,2,5,3
54,3,21,22,2025-03-17,8,8,3,15000,2025-01-07,69,10,3,1,3
65,7,69,61,2025-05-30,6,6,1,10699,2025-01-26,124,1,5,5,2
196,5,47,42,2025-01-02,4,4,4,15000,2025-01-01,1,5,5,4,1
429,2,19,15,2025-01-02,8,8,1,799,2024-12-03,30,5,2,4,1
9,1,6,5,2024-03-31,9,9,2,15000,2024-01-30,61,3,5,7,1
83,6,60,53,2024-07-17,9,9,3,15000,2024-05-27,51,8,1,3,1
285,3,29,27,2024-08-25,4,4,3,8940,2024-05-22,95,9,4,7,1
289,7,67,62,2023-01-25,10,10,4,15000,2022-12-23,33,4,2,3,2
467,6,56,59,2024-04-08,1,1,2,15000,2023-10-17,174,8,1,1,1
147,4,31,38,2025-04-12,3,3,3,15000,2024-12-06,127,1,4,6,1
47,6,58,60,2025-06-12,3,3,4,15000,2025-02-15,117,8,3,4,1
66,1,10,1,2023-01-06,1,1,4,15000,2022-11-05,62,2,5,5,3
4,10,99,95,2024-03-01,4,4,3,10249,2023-11-07,115,9,3,5,1
240,5,45,41,2023-05-11,7,7,1,2877,2023-03-06,66,6,4,4,2
100,2,15,11,2025-04-25,10,10,1,4487,2025-02-27,57,3,4,5,1
480,10,93,95,2025-06-17,8,8,3,15000,2025-04-23,55,7,2,2,3
164,2,14,19,2023-01-16,1,1,2,15000,2022-11-11,66,6,2,1,2
306,7,66,70,2023-09-26,4,4,4,15000,2023-04-28,151,10,3,2,2
170,7,61,70,2023-04-17,2,2,2,15000,2023-04-09,8,7,4,1,2
115,6,54,60,2023-05-04,8,8,1,8759,2023-03-03,62,8,5,4,2
25,2,17,15,2024-03-20,5,5,2,15000,2023-11-14,127,2,4,3,2
274,1,5,3,2025-07-03,8,8,1,9876,2025-02-01,152,5,4,4,1
414,2,11,17,2024-05-25,2,2,4,15000,2023-11-30,177,10,1,6,1
18,8,77,78,2023-07-29,7,7,4,15000,2023-02-18,161,3,2,6,2
165,1,8,5,2023-12-18,8,8,4,15000,2023-08-01,139,9,1,1,1
207,7,61,69,2023-05-11,1,1,2,2044,2023-04-12,29,7,4,4,1
393,9,82,86,2023-10-19,1,1,4,15000,2023-05-14,158,2,2,4,1
174,7,68,63,2023-07-02,9,9,2,9398,2023-05-30,33,2,1,7,1
28,1,6,9,2024-10-27,1,1,3,15000,2024-09-24,33,4,3,7,2
318,8,79,73,2024-08-29,4,4,3,15000,2024-05-25,96,7,5,4,1
76,9,90,87,2024-06-02,9,9,3,15000,2024-04-17,46,7,3,7,1
103,6,60,55,2024-09-10,4,4,4,15000,2024-04-22,141,1,3,2,2
40,8,77,71,2024-08-23,1,1,2,15000,2024-06-16,68,8,1,5,3
488,1,8,7,2025-08-09,5,5,4,15000,2025-05-21,80,2,4,6,1
344,2,11,12,2023-11-11,2,2,3,14941,2023-10-30,12,1,1,6,3
307,6,56,53,2023-07-02,2,2,1,11222,2023-03-27,97,8,5,7,2
37,6,55,54,2024-06-16,5,5,4,15000,2024-03-12,96,5,1,7,3
178,2,18,15,2024-10-17,10,10,3,15000,2024-05-09,161,2,4,4,1
405,2,14,13,2025-06-12,9,9,2,8824,2025-03-12,92,10,2,4,1
398,6,51,58,2023-12-11,7,7,2,560,2023-07-31,133,10,3,1,2
381,5,50,42,2023-07-20,9,9,1,1356,2023-06-17,33,2,3,4,1
24,8,78,79,2024-12-02,4,4,4,15000,2024-07-03,152,1,4,1,3
206,9,83,89,2024-05-19,1,1,2,15000,2024-02-07,102,9,2,7,2
407,7,66,69,2025-11-15,6,6,2,15000,2025-10-09,37,5,3,6,1
168,9,82,90,2024-10-17,5,5,2,15000,2024-09-04,43,7,3,4,1
169,5,50,48,2025-11-02,4,4,1,7124,2025-05-16,170,6,3,7,3
45,10,97,96,2025-03-26,4,4,4,13326,2024-10-30,147,8,2,3,2
86,6,57,55,2023-07-16,2,2,1,6769,2023-07-02,14,7,3,7,1
388,8,78,72,2024-04-11,7,7,3,15000,2023-11-09,154,2,3,4,2
278,6,59,55,2024-05-05,5,5,3,15000,2024-02-14,81,3,1,7,3
150,5,44,43,2025-01-14,7,7,2,5575,2024-10-17,89,7,5,2,3
380,4,36,39,2024-06-13,10,10,4,15000,2024-01-28,137,10,1,4,2
462,4,33,31,2024-09-24,2,2,3,15000,2024-09-13,11,9,5,2,2
264,1,3,1,2025-08-10,3,3,4,15000,2025-07-10,31,7,5,7,2
483,5,49,47,2024-08-01,8,8,1,6310,2024-04-23,100,6,3,4,2
278,5,41,49,2023-11-04,9,9,2,15000,2023-10-20,15,8,1,6,2
423,6,52,54,2023-10-01,10,10,2,11492,2023-07-27,66,1,3,7,2
282,4,33,31,2025-05-19,1,1,3,9481,2025-04-11,38,7,4,1,3
338,2,11,15,2024-04-10,4,4,2,15000,2024-02-07,63,9,4,3,2
332,3,22,28,2023-07-24,4,4,3,15000,2023-02-01,173,1,1,1,2
222,8,79,73,2023-06-01,9,9,3,2822,2023-02-25,96,1,2,4,2
370,7,62,68,2023-05-01,10,10,1,6364,2022-12-18,134,6,1,1,1
167,9,86,89,2024-02-23,10,10,3,15000,2023-10-28,118,3,3,5,1
45,7,63,66,2024-11-07,5,5,2,12811,2024-06-08,152,2,3,4,1
172,7,62,67,2023-07-07,4,4,4,15000,2023-06-03,34,8,4,5,1
449,5,41,45,2024-01-20,7,7,3,15000,2023-11-14,67,6,3,6,3
477,7,70,68,2023-06-25,6,6,4,15000,2023-04-03,83,1,5,7,1
135,3,28,21,2025-09-26,4,4,1,10013,2025-04-06,173,10,4,5,2
120,6,55,59,2023-09-08,6,6,2,12074,2023-08-06,33,7,3,5,2
490,3,24,29,2024-09-05,10,10,3,15000,2024-08-26,10,2,4,4,2
438,1,9,4,2023-12-20,6,6,3,13771,2023-11-01,49,9,4,3,2
99,2,14,20,2023-03-10,9,9,1,15000,2022-10-05,156,5,4,5,3
490,2,13,18,2023-10-03,7,7,4,1456,2023-08-11,53,2,4,2,1
98,6,55,52,2024-08-11,10,10,4,15000,2024-05-15,88,2,3,7,2
46,8,71,77,2023-03-02,4,4,2,15000,2023-01-31,30,4,3,4,1
162,7,62,69,2025-12-27,7,7,3,6376,2025-11-26,31,5,3,6,2
61,3,28,21,2024-09-26,2,2,4,2561,2024-09-03,23,7,4,4,1
270,9,82,87,2023-09-17,1,1,1,10037,2023-06-27,82,7,1,7,1
444,10,91,92,2025-12-21,1,1,2,15000,2025-12-20,1,1,2,7,2
52,5,45,44,2025-07-29,7,7,2,11931,2025-02-27,152,6,1,2,2
210,9,85,90,2023-05-15,8,8,4,15000,2023-05-03,12,10,3,1,2
173,6,55,58,2023-01-22,7,7,1,6084,2022-11-13,70,9,2,7,2
294,1,7,2,2024-01-23,4,4,2,15000,2023-12-22,32,4,2,2,3
282,9,89,85,2025-09-14,5,5,2,15000,2025-08-15,30,2,5,7,1
207,5,44,50,2023-10-28,10,10,2,15000,2023-10-26,2,9,2,6,3
360,5,41,43,2025-07-20,5,5,2,15000,2025-02-15,155,10,1,7,1
497,10,92,93,2023-02-26,5,5,2,15000,2022-11-27,91,4,5,7,2
263,1,6,7,2023-10-13,8,8,4,12587,2023-06-29,106,4,5,5,1
423,6,54,59,2024-11-18,6,6,3,15000,2024-05-22,180,5,3,1,2
63,10,99,93,2025-12-12,2,2,1,11260,2025-08-30,104,4,1,5,2
427,3,23,28,2024-07-16,5,5,3,1400,2024-03-03,135,3,3,2,3
469,8,72,78,2025-07-02,10,10,1,8607,2025-01-20,163,4,2,3,2
491,3,28,23,2025-02-16,7,7,3,15000,2024-11-06,102,10,3,7,1
203,7,66,61,2023-06-03,5,5,3,15000,2022-12-10,175,7,4,6,1
254,10,100,97,2023-04-13,2,2,2,5955,2023-01-14,89,5,5,4,2
41,8,73,71,2024-11-07,1,1,4,15000,2024-08-10,89,5,3,4,1
35,10,91,99,2025-04-16,1,1,4,15000,2024-10-30,168,9,2,3,2
158,6,53,56,2023-12-18,8,8,1,15000,2023-07-24,147,1,4,1,2
48,7,62,69,2024-03-08,1,1,1,13677,2023-12-19,80,6,2,5,3
124,7,61,67,2024-11-17,4,4,2,15000,2024-05-26,175,4,2,7,2
328,5,43,41,2025-12-02,9,9,1,4597,2025-07-15,140,4,1,2,3
201,9,83,86,2025-10-05,1,1,2,8991,2025-07-16,81,8,1,7,1
249,9,90,86,2024-12-13,4,4,1,953,2024-08-22,113,5,2,5,1
469,9,89,87,2023-08-16,2,2,2,15000,2023-07-18,29,4,2,3,2
183,4,37,31,2024-01-30,9,9,2,15000,2023-09-14,138,5,5,2,1
157,8,80,72,2023-09-20,7,7,1,12495,2023-07-29,53,1,4,3,1
185,8,74,73,2024-08-13,8,8,1,460,2024-03-30,136,1,5,2,1
207,5,49,50,2024-09-14,9,9,2,8891,2024-04-30,137,3,1,6,2
129,8,71,73,2023-09-09,8,8,4,15000,2023-04-04,158,3,2,6,2
263,9,89,85,2025-03-06,3,3,2,2692,2025-01-07,58,10,5,4,2
459,7,66,68,2023-02-06,2,2,2,10673,2023-01-19,18,9,2,1,1
450,8,71,76,2024-01-06,7,7,1,1964,2023-12-04,33,7,3,6,3
383,2,19,17,2025-12-15,2,2,3,15000,2025-09-05,101,9,1,1,3
38,7,61,63,2023-02-06,9,9,3,3944,2022-12-07,61,8,1,1,2
79,7,61,70,2024-05-30,9,9,1,436,2024-04-02,58,7,4,4,1
486,1,5,3,2024-02-23,2,2,1,2679,2024-01-05,49,6,5,5,1
298,4,39,40,2023-11-22,2,2,4,11868,2023-06-03,172,3,3,3,1
481,5,50,47,2024-08-23,3,3,4,15000,2024-06-16,68,6,4,5,1
185,7,62,68,2025-06-27,8,8,1,9188,2025-06-02,25,7,1,5,3
449,1,1,8,2024-01-12,8,8,1,10070,2023-07-27,169,10,5,5,2
298,5,44,46,2023-01-28,5,5,3,15000,2022-12-05,54,7,3,6,1
418,9,82,81,2023-07-23,1,1,2,15000,2023-05-12,72,5,3,7,3
189,6,56,52,2025-03-31,9,9,3,15000,2025-02-03,56,8,2,1,2
389,6,52,54,2024-08-17,10,10,4,15000,2024-04-01,138,3,2,6,1
196,1,7,4,2025-10-31,4,4,2,15000,2025-10-04,27,2,5,5,1
450,7,65,70,2025-03-11,2,2,4,15000,2024-12-06,95,9,2,2,2
283,6,58,52,2024-07-08,4,4,4,15000,2024-05-27,42,1,4,1,1
369,7,66,62,2025-03-06,4,4,3,15000,2024-10-04,153,8,4,4,2
84,9,83,87,2023-02-08,6,6,1,3705,2022-10-17,114,8,3,3,2
347,4,39,34,2025-10-21,1,1,2,15000,2025-06-09,134,8,2,2,2
368,5,49,50,2025-05-13,7,7,1,7502,2025-04-29,14,6,1,2,3
177,2,20,19,2023-09-06,1,1,4,10327,2023-04-26,133,5,4,3,1
53,9,88,83,2023-06-13,3,3,2,15000,2023-04-03,71,2,5,2,2
252,6,60,55,2024-08-30,2,2,2,15000,2024-08-08,22,9,4,5,2
266,4,40,36,2025-11-04,5,5,3,5590,2025-06-10,147,8,2,2,1
362,1,5,1,2024-03-02,6,6,4,15000,2023-10-28,126,2,5,6,2
313,7,65,66,2024-10-24,3,3,4,8921,2024-07-29,87,8,2,4,1
118,10,91,93,2023-08-16,7,7,4,5538,2023-05-28,80,10,3,3,1
249,1,7,4,2025-01-25,3,3,4,15000,2024-10-25,92,10,2,6,1
37,7,66,67,2023-05-07,3,3,1,12680,2023-04-08,29,4,3,7,1
148,6,53,57,2023-01-08,10,10,3,2273,2022-10-06,94,2,5,7,2
331,6,54,51,2024-01-31,8,8,2,15000,2023-11-04,88,1,1,3,3
420,7,70,62,2024-11-24,2,2,4,15000,2024-08-16,100,7,4,7,1
391,3,22,28,2023-08-24,7,7,2,15000,2023-08-01,23,6,5,4,1
371,1,3,1,2025-04-24,5,5,1,9837,2024-10-30,176,1,2,4,3
433,9,81,87,2025-01-02,1,1,2,13603,2024-08-08,147,5,5,4,2
422,1,5,3,2025-06-28,6,6,3,1923,2025-03-16,104,10,4,6,1
474,8,76,75,2024-08-14,3,3,4,15000,2024-07-06,39,6,3,3,1
35,10,96,94,2023-12-10,3,3,3,15000,2023-11-14,26,6,2,7,1
343,9,85,83,2024-02-17,8,8,1,9543,2024-01-29,19,8,3,6,3
363,7,64,70,2023-04-12,2,2,3,15000,2023-01-17,85,8,2,3,2
471,8,76,72,2025-04-19,5,5,1,15000,2025-02-28,50,7,1,6,2
347,6,53,60,2023-07-24,7,7,3,15000,2023-02-03,171,8,5,1,2
385,3,27,25,2023-07-08,8,8,3,15000,2023-01-16,173,10,1,6,2
393,10,96,94,2024-01-10,7,7,2,13746,2023-12-18,23,2,1,3,2
423,5,41,49,2025-09-07,10,10,3,15000,2025-08-05,33,5,4,7,1
377,10,95,92,2023-05-27,1,1,2,15000,2023-01-09,138,8,3,6,1
309,7,67,62,2025-01-19,9,9,2,3768,2024-11-23,57,3,5,7,2
176,10,97,98,2023-11-07,2,2,3,15000,2023-09-10,58,2,2,2,3
234,2,18,19,2024-06-19,10,10,3,15000,2024-02-25,115,9,4,3,2
479,9,87,82,2024-07-15,10,10,3,15000,2024-06-16,29,2,3,1,3
166,7,65,63,2025-11-25,6,6,1,4660,2025-07-19,129,8,3,2,2
170,8,73,78,2025-02-13,3,3,1,10088,2024-11-23,82,7,4,4,2
154,10,97,93,2023-01-21,10,10,4,15000,2022-12-23,29,10,2,6,1
167,9,90,82,2024-09-07,3,3,4,15000,2024-04-15,145,1,5,6,1
448,3,28,24,2024-10-30,5,5,1,15000,2024-08-22,69,3,4,3,2
451,6,55,52,2025-05-02,9,9,2,3871,2025-03-12,51,2,3,5,2
186,3,30,23,2023-12-16,4,4,4,15000,2023-10-07,70,3,1,6,1
174,5,50,43,2025-09-17,8,8,3,15000,2025-03-27,174,10,4,3,2
46,10,93,91,2024-03-20,1,1,4,15000,2024-02-10,39,10,1,3,3
404,6,54,53,2023-03-28,2,2,1,5105,2023-03-26,2,8,3,2,3
271,7,68,62,2024-05-03,2,2,1,2213,2024-03-26,38,2,3,5,2
66,10,98,93,2025-05-26,4,4,3,15000,2024-12-07,170,7,4,1,3
379,3,28,21,2024-02-02,4,4,2,12020,2024-01-28,5,2,2,5,3
437,6,60,52,2024-08-12,8,8,1,13753,2024-07-22,21,2,1,1,3
170,10,91,100,2025-11-09,2,2,2,15000,2025-08-02,99,10,5,7,2
249,8,73,79,2024-02-18,8,8,2,10749,2024-01-15,34,10,5,7,1
286,3,22,28,2024-06-06,7,7,4,15000,2024-02-24,103,5,5,4,2
356,10,98,96,2025-11-19,3,3,2,15000,2025-07-22,120,2,5,3,3
451,9,90,87,2025-05-16,7,7,3,15000,2024-12-19,148,1,2,5,1
475,6,57,59,2025-06-21,2,2,4,15000,2025-01-11,161,2,2,6,2
430,3,24,29,2023-05-03,4,4,2,15000,2023-05-02,1,6,4,3,2
489,9,88,89,2023-03-07,2,2,2,1373,2022-12-05,92,6,1,2,2
167,9,89,85,2024-06-03,4,4,1,13557,2024-02-05,119,1,2,1,1
253,7,68,65,2024-07-28,8,8,1,5750,2024-03-13,137,7,1,7,1
117,3,23,22,2023-06-10,6,6,1,8842,2023-05-22,19,5,3,6,1
146,3,23,29,2024-02-16,7,7,4,15000,2023-11-28,80,4,1,5,1
159,1,6,10,2023-12-23,5,5,3,15000,2023-07-04,172,9,5,6,1
486,7,67,65,2023-01-04,1,1,4,15000,2022-11-24,41,6,3,3,1
310,8,76,72,2024-01-11,6,6,3,15000,2023-09-17,116,4,1,4,2
